State,District,Mandal,Village,Parcel_ID,Parcel_Area_Acres,Survey_Number,Soil_Type,Crop_Season,Crop_Name,Irrigation_Type,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Zinc,Iron,Copper,Boron,Sample_Date,Soil_Healthy_%,Soil_Unhealthy_%,Farmer_Name
Andhra Pradesh,NTR,G.Konduru,Pinapaka,AND-NTR-007951,14.28,AP-007951,Sandy Loam,Zaid,Sweet Orange,Sprinkler,5.39,1.11,0.86,224,25,284,2.78,4.96,0.72,0.29,2025-10-25,97.6,2.4,Narasimha Daggubati
Andhra Pradesh,NTR,Kanchikacherla,Gottumukkala,AND-NTR-008012,7.0,AP-008012,Silty Loam,Kharif,Chilli,Drip,8.45,1.34,0.63,272,20,94,3.33,3.24,0.92,1.45,2024-11-21,73.33,26.67,Subba Rao Allu
Andhra Pradesh,NTR,Gampalagudem,Meduru,AND-NTR-008029,8.1,AP-008029,Clay Loam,Rabi,Ragi (Finger Millet),Canal,6.27,3.0,0.85,279,16,302,1.92,14.87,1.46,2.09,2024-11-12,77.0,23.0,Narasimha Vemula
Andhra Pradesh,NTR,Veerullapadu,Chavatapalle,AND-NTR-008085,10.4,AP-008085,Clay Loam,Zaid,Horse Gram,Sprinkler,5.27,2.28,1.35,216,35,563,1.64,7.52,1.17,1.79,2025-07-12,84.67,15.33,Parvathi Golla
Andhra Pradesh,NTR,Jaggayyapeta,Malkapuram,AND-NTR-008123,2.21,AP-008123,Clay,Kharif,Bajra (Pearl Millet),Sprinkler,5.92,0.24,0.93,121,52,184,0.29,14.91,0.94,1.53,2025-08-22,57.37,42.63,Kiran Kodali
Andhra Pradesh,NTR,Jaggayyapeta,Ravikampadu,AND-NTR-008136,1.42,AP-008136,Sandy Loam,Zaid,Banana,Rainfed,6.69,0.33,1.41,193,51,322,2.88,11.77,0.5,1.71,2025-05-25,54.73,45.27,Nageswara Rao Akkineni
Andhra Pradesh,NTR,Reddigudem,Patha Naguluru,AND-NTR-008138,14.48,AP-008138,Clay,Zaid,Ragi (Finger Millet),Sprinkler,6.12,1.87,0.95,211,7,457,2.7,14.0,1.71,1.16,2025-07-17,98.27,1.73,Lakshmi Pothineni
Andhra Pradesh,NTR,Mylavaram,Vedurubeedem,AND-NTR-008157,10.82,AP-008157,Clay,Kharif,Sugarcane,Borewell,8.78,2.64,1.5,240,36,189,0.31,8.61,1.6,0.46,2024-06-11,86.07,13.93,Rambabu Chowdary
Andhra Pradesh,NTR,Reddigudem,Kudapa,AND-NTR-008160,11.86,AP-008160,Sandy Loam,Kharif,Ragi (Finger Millet),Borewell,6.96,1.06,0.67,188,56,269,1.73,6.38,1.16,2.01,2024-10-20,89.53,10.47,Lakshmi Vemula
Andhra Pradesh,NTR,Tiruvuru,Vamakuntla,AND-NTR-008176,4.68,AP-008176,Sandy Loam,Zaid,Red Gram (Pigeon Pea),Rainfed,5.37,1.8,0.33,213,12,192,3.29,9.93,0.2,1.27,2024-11-14,65.6,34.4,Murali Varma
Andhra Pradesh,NTR,Tiruvuru,Laxmipuram,AND-NTR-008186,2.66,AP-008186,Sandy,Kharif,Paddy (Rice),Drip,5.07,2.66,0.82,390,30,402,2.49,2.41,1.37,1.17,2024-02-04,58.87,41.13,Sai Mekapati
Andhra Pradesh,NTR,Mylavaram,T.Gannavaram,AND-NTR-008193,5.36,AP-008193,Sandy,Kharif,Coconut,Canal,5.9,2.91,0.64,158,15,339,0.54,10.42,1.81,0.36,2025-02-04,67.87,32.13,Saraswathi Kambhampati
Andhra Pradesh,NTR,Tiruvuru,Ramannapalem,AND-NTR-008226,8.49,AP-008226,Silty Loam,Rabi,Sweet Orange,Rainfed,6.74,2.13,0.54,313,26,552,2.63,9.17,1.13,1.21,2025-09-02,78.3,21.7,Appa Rao Varma
Andhra Pradesh,NTR,Vijayawada (Rural),Kotturu,AND-NTR-008228,2.32,AP-008228,Sandy,Zaid,Paddy (Rice),Canal,5.35,1.99,1.5,318,51,529,0.79,13.11,0.9,2.08,2025-02-14,57.73,42.27,Satyanarayana Daggubati
Andhra Pradesh,NTR,Reddigudem,Kunaparajuparva,AND-NTR-008240,2.71,AP-008240,Sandy,Kharif,Green Gram (Moong),Drip,6.84,0.14,1.4,237,53,92,2.13,13.53,0.55,1.1,2024-08-20,59.03,40.97,Ramu Goud
Andhra Pradesh,NTR,Nandigama,Munagacherla,AND-NTR-008255,6.49,AP-008255,Silty Loam,Kharif,Oil Palm,Rainfed,7.29,2.88,0.48,380,29,346,3.01,4.59,1.01,2.46,2025-11-10,71.63,28.37,Anand Raju
Andhra Pradesh,NTR,Jaggayyapeta,Takkellapadu,AND-NTR-008266,0.7,AP-008266,Sandy,Kharif,Sugarcane,Sprinkler,7.18,2.42,0.58,304,79,92,3.26,12.3,0.6,1.42,2024-07-04,52.33,47.67,Sai Nandamuri
Andhra Pradesh,NTR,Mylavaram,Vedurubeedem,AND-NTR-008276,11.26,AP-008276,Clay Loam,Kharif,Tomato,Sprinkler,7.67,0.91,1.12,391,52,486,2.88,8.23,1.49,1.12,2024-10-23,87.53,12.47,Siva Golla
Andhra Pradesh,NTR,G.Konduru,Ganginenipalem,AND-NTR-008325,1.44,AP-008325,Silty Loam,Kharif,Bajra (Pearl Millet),Sprinkler,5.52,0.67,0.34,140,19,295,1.62,10.41,1.19,1.45,2025-05-30,54.8,45.2,Narasimha Naidu
Andhra Pradesh,NTR,Ibrahimpatnam,Guntupalle (CT),AND-NTR-008330,7.24,AP-008330,Clay,Rabi,Onion,Drip,6.87,1.31,0.51,130,63,205,2.41,7.13,0.47,1.31,2025-11-29,74.13,25.87,Babu Ghattamaneni
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-008343,3.11,AP-008343,Sandy,Rabi,Bengal Gram (Chickpea),Canal,7.97,1.65,1.34,237,16,495,2.69,7.57,0.78,0.21,2025-02-11,60.37,39.63,Srinivas Reddy
Andhra Pradesh,NTR,G.Konduru,Munagapadu,AND-NTR-008359,1.25,AP-008359,Sandy Loam,Zaid,Tomato,Rainfed,7.46,2.96,0.64,257,45,256,3.28,3.38,0.62,1.93,2025-01-28,54.17,45.83,Anand Chowdary
Andhra Pradesh,NTR,Veerullapadu,Nandaluru,AND-NTR-008371,2.77,AP-008371,Sandy Loam,Rabi,Red Gram (Pigeon Pea),Drip,8.11,2.21,1.01,240,21,367,3.29,11.74,0.44,1.63,2024-03-25,59.23,40.77,Satyanarayana Chowdary
Andhra Pradesh,NTR,Tiruvuru,Mallela,AND-NTR-008373,6.25,AP-008373,Sandy,Zaid,Oil Palm,Rainfed,5.25,2.84,0.84,310,42,302,1.19,8.1,0.97,2.38,2024-04-23,70.83,29.17,Saraswathi Kothapalli
Andhra Pradesh,NTR,G.Konduru,Chegireddipadu,AND-NTR-008376,6.13,AP-008376,Loamy,Kharif,Black Gram (Urad),Drip,6.51,1.0,0.58,114,14,161,1.02,3.73,0.57,2.11,2024-12-31,70.43,29.57,Bhavani Kodali
Andhra Pradesh,NTR,Tiruvuru,Nadim Tiruvuru (CT),AND-NTR-008388,5.33,AP-008388,Clay,Kharif,Chilli,Borewell,6.8,0.56,0.48,373,31,250,3.34,2.7,1.18,0.39,2024-07-16,67.77,32.23,Lakshmi Ghattamaneni
Andhra Pradesh,NTR,Ibrahimpatnam,Jupudi,AND-NTR-008392,1.8,AP-008392,Clay Loam,Kharif,Jowar (Sorghum),Drip,8.67,0.32,0.78,362,78,348,1.46,4.23,1.77,0.15,2025-02-27,56.0,44.0,Satyanarayana Kaza
Andhra Pradesh,NTR,Kanchikacherla,Seri Amaravaram,AND-NTR-008401,7.74,AP-008401,Loamy,Kharif,Cotton,Drip,7.97,0.33,0.76,266,9,134,1.32,12.57,0.12,0.91,2024-11-19,75.8,24.2,Prakash Kothapalli
Andhra Pradesh,NTR,G.Konduru,Chevuturu,AND-NTR-008491,12.25,AP-008491,Sandy Loam,Rabi,Sugarcane,Borewell,8.6,0.59,0.32,394,39,485,2.14,13.59,1.0,1.42,2025-07-01,90.83,9.17,Venkata Allu
Andhra Pradesh,NTR,A.Konduru,Koduru,AND-NTR-008497,14.92,AP-008497,Silty Loam,Zaid,Tomato,Sprinkler,6.91,0.52,0.47,309,32,128,3.35,3.28,1.19,0.7,2024-05-06,99.73,0.27,Siva Rao
Andhra Pradesh,NTR,Kanchikacherla,Pendyala,AND-NTR-008499,2.97,AP-008499,Sandy,Zaid,Horse Gram,Sprinkler,6.19,1.02,1.31,253,60,226,2.19,9.13,0.73,2.29,2025-03-04,59.9,40.1,Venkatesh Akkineni
Andhra Pradesh,NTR,Vissannapet,Korlamanda,AND-NTR-008558,9.11,AP-008558,Loamy,Rabi,Green Gram (Moong),Rainfed,7.05,1.53,0.87,338,28,534,2.28,5.71,1.04,2.36,2024-10-09,80.37,19.63,Siva Rao
Andhra Pradesh,NTR,Nandigama,Damuluru,AND-NTR-008582,11.64,AP-008582,Loamy,Zaid,Sunflower,Canal,8.15,1.43,0.6,223,78,93,1.29,6.06,1.29,0.93,2025-03-03,88.8,11.2,Nageswara Rao Nandamuri
Andhra Pradesh,NTR,Tiruvuru,Chittela,AND-NTR-008590,10.23,AP-008590,Clay,Zaid,Groundnut,Borewell,7.78,1.64,0.94,294,57,235,0.57,2.4,1.85,0.4,2024-12-14,84.1,15.9,Srinivas Golla
Andhra Pradesh,NTR,Gampalagudem,Tunikipadu,AND-NTR-008604,2.74,AP-008604,Clay,Rabi,Sweet Orange,Canal,7.19,0.39,1.31,118,57,446,0.93,14.99,0.27,1.21,2025-02-20,59.13,40.87,Narasimha Naidu
Andhra Pradesh,NTR,Chandarlapadu,Vibhareetapadu,AND-NTR-008608,4.12,AP-008608,Sandy,Zaid,Paddy (Rice),Rainfed,7.33,0.38,0.49,148,73,555,1.31,6.29,0.12,0.48,2024-07-27,63.73,36.27,Rambabu Naidu
Andhra Pradesh,NTR,Gampalagudem,Tunikipadu,AND-NTR-008617,14.4,AP-008617,Clay,Kharif,Bengal Gram (Chickpea),Canal,5.39,0.41,1.03,323,48,105,1.52,3.93,0.95,2.48,2024-09-23,98.0,2.0,Mahesh Konidela
Andhra Pradesh,NTR,Nandigama,Lingalapadu,AND-NTR-008620,2.84,AP-008620,Sandy Loam,Zaid,Banana,Drip,5.67,1.07,1.35,429,19,397,0.46,7.43,1.41,2.35,2024-04-12,59.47,40.53,Appa Rao Allu
Andhra Pradesh,NTR,Vijayawada (Rural),R F,AND-NTR-008692,10.05,AP-008692,Loamy,Zaid,Tobacco,Sprinkler,5.42,2.64,0.99,277,15,382,0.45,13.84,0.63,2.44,2024-11-06,83.5,16.5,Gopi Dasari
Andhra Pradesh,NTR,Veerullapadu,Tatigummi,AND-NTR-008728,3.61,AP-008728,Sandy Loam,Zaid,Sugarcane,Borewell,7.52,2.41,0.69,204,12,274,2.27,5.02,1.72,2.21,2024-08-02,62.03,37.97,Murali Konidela
Andhra Pradesh,NTR,Vijayawada (Rural),Vemavaram,AND-NTR-008731,3.05,AP-008731,Silty Loam,Kharif,Banana,Drip,7.16,2.67,0.35,345,38,411,2.25,11.44,0.33,0.97,2025-03-07,60.17,39.83,Babu Ghattamaneni
Andhra Pradesh,NTR,Vissannapet,Putrela,AND-NTR-008754,3.02,AP-008754,Loamy,Kharif,Ragi (Finger Millet),Sprinkler,6.81,0.16,0.26,122,73,528,0.61,2.88,1.35,1.09,2024-08-25,60.07,39.93,Ravi Raju
Andhra Pradesh,NTR,Vissannapet,Putrela,AND-NTR-008783,4.98,AP-008783,Clay,Rabi,Maize,Sprinkler,7.96,0.67,0.64,241,37,287,1.82,12.99,0.75,2.08,2025-05-20,66.6,33.4,Suresh Daggubati
Andhra Pradesh,NTR,A.Konduru,Koduru,AND-NTR-008793,2.54,AP-008793,Clay,Zaid,Sweet Orange,Canal,6.15,2.26,0.94,392,20,266,1.62,3.12,1.88,0.45,2024-01-10,58.47,41.53,Ravi Nimmagadda
Andhra Pradesh,NTR,Gampalagudem,Rajavaram,AND-NTR-008815,9.99,AP-008815,Sandy,Kharif,Black Gram (Urad),Borewell,5.87,2.33,0.8,289,72,348,2.27,2.61,0.25,1.38,2025-07-18,83.3,16.7,Krishna Konidela
Andhra Pradesh,NTR,Ibrahimpatnam,Gudurupadu,AND-NTR-008835,14.18,AP-008835,Clay Loam,Zaid,Chilli,Drip,6.71,2.29,0.72,422,27,256,1.76,14.96,0.23,1.96,2024-10-09,97.27,2.73,Bhavani Chowdary
Andhra Pradesh,NTR,Vijayawada (Rural),Tadepalle,AND-NTR-008842,12.88,AP-008842,Sandy Loam,Rabi,Sugarcane,Rainfed,5.25,1.64,1.39,141,55,359,0.32,8.34,1.65,0.82,2025-11-06,92.93,7.07,Lakshmi Goud
Andhra Pradesh,NTR,Kanchikacherla,Chevitikallu,AND-NTR-008844,13.21,AP-008844,Clay Loam,Kharif,Oil Palm,Rainfed,8.33,1.99,0.25,281,13,504,2.67,13.87,1.7,2.41,2024-04-18,94.03,5.97,Sai Chowdary
Andhra Pradesh,NTR,Kanchikacherla,Kunikinapadu,AND-NTR-008858,1.44,AP-008858,Silty Loam,Rabi,Green Gram (Moong),Sprinkler,6.19,0.88,0.47,386,49,392,2.42,11.07,1.17,0.69,2025-03-16,54.8,45.2,Ramu Kaza
Andhra Pradesh,NTR,Vatsavai,Mangollu,AND-NTR-008880,3.61,AP-008880,Loamy,Rabi,Horse Gram,Sprinkler,6.47,0.24,0.75,317,41,160,2.23,3.03,1.01,1.02,2025-11-05,62.03,37.97,Ravi Nimmagadda
Andhra Pradesh,NTR,Penuganchiprolu,Mundlapadu,AND-NTR-008913,13.15,AP-008913,Clay,Rabi,Coconut,Borewell,7.23,2.22,1.09,186,57,528,0.89,4.5,1.66,1.97,2024-02-27,93.83,6.17,Prakash Allu
Andhra Pradesh,NTR,Reddigudem,Reddigudem,AND-NTR-008928,2.88,AP-008928,Clay,Rabi,Sunflower,Borewell,6.8,0.49,1.29,304,6,119,1.15,6.0,1.83,1.59,2024-06-30,59.6,40.4,Kiran Chowdary
Andhra Pradesh,NTR,G.Konduru,Narasayagudem,AND-NTR-008931,6.21,AP-008931,Clay,Kharif,Tobacco,Rainfed,5.83,2.68,0.39,277,35,525,1.04,11.4,1.6,0.57,2024-08-17,70.7,29.3,Ramesh Ghattamaneni
Andhra Pradesh,NTR,Ibrahimpatnam,Zami Machavaram,AND-NTR-008944,13.97,AP-008944,Sandy,Rabi,Banana,Rainfed,7.58,1.26,0.88,163,39,118,1.11,13.93,0.24,1.12,2025-12-02,96.57,3.43,Ramakrishna Rao
Andhra Pradesh,NTR,Mylavaram,Chandragudem,AND-NTR-008950,8.87,AP-008950,Clay,Rabi,Horse Gram,Canal,8.5,1.91,1.06,203,64,287,0.45,11.5,1.34,1.87,2024-07-30,79.57,20.43,Gopi Allu
Andhra Pradesh,NTR,Tiruvuru,Mustikuntla,AND-NTR-008960,12.87,AP-008960,Silty Loam,Kharif,Tomato,Canal,7.27,0.86,0.43,391,20,516,1.76,10.58,0.36,0.84,2024-10-22,92.9,7.1,Sai Akkineni
Andhra Pradesh,NTR,A.Konduru,Kambampadu,AND-NTR-008975,6.73,AP-008975,Loamy,Zaid,Green Gram (Moong),Drip,6.47,1.63,1.36,367,45,323,1.09,14.61,0.34,2.25,2024-08-07,72.43,27.57,Mahesh Akkineni
Andhra Pradesh,NTR,Penuganchiprolu,Subbayagudem,AND-NTR-008982,9.91,AP-008982,Clay,Kharif,Tomato,Drip,6.37,0.67,1.28,262,39,591,1.36,10.61,1.47,1.8,2025-08-06,83.03,16.97,Gopi Goud
Andhra Pradesh,NTR,Vissannapet,Kondaparva,AND-NTR-008988,14.17,AP-008988,Sandy Loam,Zaid,Sweet Orange,Drip,8.53,1.29,0.9,130,23,180,2.24,3.46,1.43,1.11,2025-08-18,97.23,2.77,Appa Rao Chowdary
Andhra Pradesh,NTR,A.Konduru,Madhavaram (East),AND-NTR-009011,4.66,AP-009011,Clay,Zaid,Paddy (Rice),Canal,7.84,2.5,0.9,263,49,177,2.2,12.37,1.03,1.25,2025-02-02,65.53,34.47,Siva Naidu
Andhra Pradesh,NTR,Kanchikacherla,Chevitikallu,AND-NTR-009049,14.32,AP-009049,Silty Loam,Zaid,Black Gram (Urad),Borewell,5.56,0.68,0.97,268,67,301,0.84,4.44,0.24,0.95,2024-04-05,97.73,2.27,Saraswathi Daggubati
Andhra Pradesh,NTR,Vijayawada (Rural),Jakkampudi (OG),AND-NTR-009064,6.19,AP-009064,Silty Loam,Kharif,Black Gram (Urad),Canal,7.3,1.05,0.91,402,78,83,2.9,6.82,0.36,2.19,2024-03-31,70.63,29.37,Saraswathi Kambhampati
Andhra Pradesh,NTR,Vijayawada (Urban),VIJAYAWADA,AND-NTR-009101,8.86,AP-009101,Clay,Zaid,Onion,Borewell,5.76,2.05,1.29,351,13,388,0.69,9.05,1.58,2.3,2024-01-10,79.53,20.47,Saraswathi Daggubati
Andhra Pradesh,NTR,Veerullapadu,Ramapuram,AND-NTR-009105,2.46,AP-009105,Clay,Zaid,Bajra (Pearl Millet),Drip,6.91,1.96,0.23,199,24,397,2.49,10.63,1.11,0.51,2024-09-29,58.2,41.8,Ramu Nandamuri
Andhra Pradesh,NTR,Veerullapadu,Gokarajupalle,AND-NTR-009117,9.24,AP-009117,Sandy Loam,Rabi,Groundnut,Borewell,7.62,2.01,0.59,408,29,361,0.38,3.41,1.97,2.31,2024-05-13,80.8,19.2,Appa Rao Nimmagadda
Andhra Pradesh,NTR,Nandigama,Ithavaram,AND-NTR-009120,13.0,AP-009120,Sandy Loam,Rabi,Sunflower,Borewell,8.73,2.99,0.66,335,66,191,1.33,4.98,1.49,0.52,2024-05-17,93.33,6.67,Murali Nimmagadda
Andhra Pradesh,NTR,A.Konduru,A.Konduru,AND-NTR-009142,3.38,AP-009142,Clay Loam,Rabi,Tobacco,Borewell,8.34,1.54,0.68,312,28,190,2.91,7.54,0.92,2.49,2024-04-24,61.27,38.73,Krishna Ghattamaneni
Andhra Pradesh,NTR,Gampalagudem,Narikampadu,AND-NTR-009184,10.3,AP-009184,Clay Loam,Zaid,Jowar (Sorghum),Drip,5.24,0.22,0.35,351,20,112,3.19,13.31,0.17,2.1,2024-08-27,84.33,15.67,Sai Akkineni
Andhra Pradesh,NTR,Vijayawada (Urban),VIJAYAWADA,AND-NTR-009260,2.38,AP-009260,Clay Loam,Rabi,Sugarcane,Rainfed,5.53,1.9,1.18,154,57,440,0.94,2.8,1.17,1.67,2024-08-19,57.93,42.07,Mahesh Daggubati
Andhra Pradesh,NTR,Reddigudem,Naguluru,AND-NTR-009264,9.68,AP-009264,Sandy Loam,Rabi,Sesame (Til),Drip,8.48,0.74,0.33,119,65,372,0.21,2.36,0.54,2.5,2024-04-21,82.27,17.73,Srinivas Goud
Andhra Pradesh,NTR,Tiruvuru,Ganugapadu,AND-NTR-009267,4.8,AP-009267,Sandy,Zaid,Red Gram (Pigeon Pea),Drip,7.23,1.44,1.26,325,70,342,2.98,3.56,1.25,2.36,2024-12-22,66.0,34.0,Srinivas Allu
Andhra Pradesh,NTR,Nandigama,Kanchela,AND-NTR-009308,11.11,AP-009308,Sandy Loam,Zaid,Paddy (Rice),Canal,5.65,0.9,0.93,143,20,187,2.83,2.8,1.69,0.17,2024-02-20,87.03,12.97,Murali Bandi
Andhra Pradesh,NTR,Chandarlapadu,Katrenipalle,AND-NTR-009325,3.14,AP-009325,Loamy,Zaid,Ragi (Finger Millet),Rainfed,5.04,2.34,0.38,206,64,557,1.85,6.4,0.66,1.57,2025-08-21,60.47,39.53,Babu Kaza
Andhra Pradesh,NTR,Gampalagudem,Arlapadu,AND-NTR-009336,3.56,AP-009336,Clay,Zaid,Green Gram (Moong),Borewell,6.61,1.34,0.47,390,50,307,0.31,10.08,1.24,1.88,2025-12-15,61.87,38.13,Prakash Golla
Andhra Pradesh,NTR,A.Konduru,Polisettipadu,AND-NTR-009342,8.35,AP-009342,Sandy Loam,Zaid,Green Gram (Moong),Drip,6.79,0.95,0.51,426,62,123,0.45,10.45,1.92,0.54,2024-02-04,77.83,22.17,Venkata Naidu
Andhra Pradesh,NTR,G.Konduru,Pinapaka,AND-NTR-009442,2.01,AP-009442,Clay Loam,Kharif,Oil Palm,Drip,7.55,1.07,0.85,271,64,497,0.48,6.73,1.94,0.44,2024-08-14,56.7,43.3,Gopi Pothineni
Andhra Pradesh,NTR,Gampalagudem,Ummadidevarapalle,AND-NTR-009460,5.45,AP-009460,Sandy,Kharif,Red Gram (Pigeon Pea),Sprinkler,8.23,0.17,1.08,235,72,563,3.31,7.66,1.06,0.87,2025-03-09,68.17,31.83,Kiran Yarlagadda
Andhra Pradesh,NTR,Penuganchiprolu,Konakanchi,AND-NTR-009461,10.41,AP-009461,Sandy Loam,Rabi,Turmeric,Sprinkler,5.01,1.42,0.91,243,15,185,1.59,3.45,0.2,1.25,2025-04-17,84.7,15.3,Parvathi Ghattamaneni
Andhra Pradesh,NTR,Veerullapadu,Dodda Devarapadu,AND-NTR-009464,7.56,AP-009464,Sandy,Rabi,Red Gram (Pigeon Pea),Canal,7.19,2.98,0.84,348,58,149,0.24,3.69,0.92,1.66,2025-02-12,75.2,24.8,Ramakrishna Golla
Andhra Pradesh,NTR,Vissannapet,Korlamanda,AND-NTR-009493,5.55,AP-009493,Loamy,Zaid,Red Gram (Pigeon Pea),Rainfed,7.42,1.95,0.83,424,16,136,0.28,8.54,1.27,2.16,2025-11-03,68.5,31.5,Suresh Bandi
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-009507,1.78,AP-009507,Silty Loam,Zaid,Black Gram (Urad),Rainfed,7.59,2.5,0.81,328,16,414,3.48,3.32,1.51,1.66,2024-03-11,55.93,44.07,Krishna Bandi
Andhra Pradesh,NTR,A.Konduru,Madhavaram (West),AND-NTR-009529,14.84,AP-009529,Clay Loam,Zaid,Tomato,Canal,6.57,2.34,0.55,330,26,110,1.49,9.85,1.64,0.87,2024-05-28,99.47,0.53,Subba Rao Nimmagadda
Andhra Pradesh,NTR,Reddigudem,Mutchinapalle,AND-NTR-009543,5.55,AP-009543,Clay Loam,Zaid,Sunflower,Rainfed,7.31,1.73,1.33,236,53,105,2.28,6.57,0.29,2.47,2024-08-21,68.5,31.5,Siva Nimmagadda
Andhra Pradesh,NTR,Vijayawada (Urban),Vijayawada (M Corp. + OG),AND-NTR-009547,2.61,AP-009547,Sandy Loam,Zaid,Sugarcane,Sprinkler,7.61,1.17,0.89,291,46,158,2.0,12.08,1.11,1.27,2024-11-21,58.7,41.3,Gopi Naidu
Andhra Pradesh,NTR,Penuganchiprolu,Subbayagudem,AND-NTR-009548,0.98,AP-009548,Sandy Loam,Kharif,Maize,Sprinkler,7.39,0.34,0.47,379,49,386,3.0,10.46,1.98,2.2,2024-10-05,53.27,46.73,Ramakrishna Konidela
Andhra Pradesh,NTR,Chandarlapadu,Chandarlapadu,AND-NTR-009549,7.32,AP-009549,Clay,Rabi,Bengal Gram (Chickpea),Rainfed,8.07,2.0,0.55,347,47,584,3.48,7.38,1.54,1.17,2025-07-10,74.4,25.6,Narasimha Pothineni
Andhra Pradesh,NTR,Reddigudem,Kudapa,AND-NTR-009572,1.98,AP-009572,Clay,Kharif,Horse Gram,Sprinkler,5.61,1.5,0.8,222,32,568,2.07,3.9,1.62,2.37,2024-05-21,56.6,43.4,Gopi Daggubati
Andhra Pradesh,NTR,Tiruvuru,Ganugapadu,AND-NTR-009603,2.98,AP-009603,Sandy Loam,Rabi,Ragi (Finger Millet),Canal,6.18,1.95,1.4,122,6,437,0.75,3.42,1.35,0.83,2025-12-06,59.93,40.07,Subba Rao Yarlagadda
Andhra Pradesh,NTR,Vatsavai,Gopinenipalem,AND-NTR-009606,11.72,AP-009606,Clay Loam,Zaid,Oil Palm,Drip,8.15,0.96,0.86,435,66,314,2.79,3.6,1.74,0.96,2025-02-12,89.07,10.93,Narasimha Konidela
Andhra Pradesh,NTR,Reddigudem,Kunaparajuparva,AND-NTR-009640,0.81,AP-009640,Sandy Loam,Rabi,Chilli,Canal,6.21,1.59,0.49,379,54,304,1.99,6.74,1.49,1.02,2025-03-20,52.7,47.3,Babu Goud
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-009649,9.05,AP-009649,Silty Loam,Rabi,Banana,Rainfed,8.57,1.5,0.55,291,65,407,1.22,7.53,1.91,0.22,2024-08-03,80.17,19.83,Satyanarayana Vemula
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-009706,3.0,AP-009706,Clay,Zaid,Cotton,Drip,8.34,0.55,1.16,173,43,447,1.95,10.75,1.89,2.17,2025-02-04,60.0,40.0,Srinivas Kodali
Andhra Pradesh,NTR,Kanchikacherla,Keesara,AND-NTR-009716,7.73,AP-009716,Sandy,Zaid,Coconut,Borewell,6.32,2.62,0.94,204,65,172,1.48,7.44,1.73,1.42,2024-08-06,75.77,24.23,Ravi Chowdary
Andhra Pradesh,NTR,Mylavaram,Morusumilli,AND-NTR-009746,10.48,AP-009746,Sandy Loam,Zaid,Sugarcane,Drip,5.46,2.39,0.48,303,19,467,2.44,6.09,0.57,1.13,2025-09-23,84.93,15.07,Babu Ghattamaneni
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-009747,11.99,AP-009747,Clay,Zaid,Mango,Borewell,8.46,0.92,1.28,127,23,274,2.73,2.11,0.56,0.66,2024-09-17,89.97,10.03,Rambabu Uppalapati
Andhra Pradesh,NTR,Vijayawada (Urban),Vijayawada (M Corp. + OG),AND-NTR-009765,13.33,AP-009765,Clay,Rabi,Black Gram (Urad),Sprinkler,7.13,1.01,0.21,396,65,148,3.27,8.28,0.52,1.65,2024-11-17,94.43,5.57,Anand Naidu
Andhra Pradesh,NTR,Nandigama,Satyavaram,AND-NTR-009798,9.86,AP-009798,Clay Loam,Rabi,Tomato,Sprinkler,7.12,2.87,1.13,219,38,175,0.33,13.51,1.17,2.35,2024-12-03,82.87,17.13,Prasad Uppalapati
Andhra Pradesh,NTR,Chandarlapadu,Kasarabada,AND-NTR-009801,11.88,AP-009801,Sandy,Zaid,Bajra (Pearl Millet),Sprinkler,5.66,0.25,0.97,209,32,536,2.85,11.61,1.13,1.64,2024-08-01,89.6,10.4,Mahesh Reddy
Andhra Pradesh,NTR,Vijayawada (Urban),Unknown,AND-NTR-009824,3.38,AP-009824,Loamy,Rabi,Bengal Gram (Chickpea),Borewell,6.8,1.52,0.37,413,68,541,0.99,2.66,1.76,1.3,2025-03-30,61.27,38.73,Kiran Akkineni
Andhra Pradesh,NTR,Kanchikacherla,Keesara,AND-NTR-009964,8.47,AP-009964,Sandy,Rabi,Chilli,Canal,8.52,2.12,1.06,371,14,139,3.18,10.68,0.96,1.2,2024-12-11,78.23,21.77,Krishna Rao
Andhra Pradesh,NTR,Vissannapet,Vemireddipalle,AND-NTR-009967,10.87,AP-009967,Sandy,Kharif,Turmeric,Borewell,5.47,0.18,0.76,250,53,92,0.84,11.46,0.48,1.42,2024-05-15,86.23,13.77,Ramesh Kaza
Andhra Pradesh,NTR,Mylavaram,Kanimerla,AND-NTR-009976,3.2,AP-009976,Clay,Zaid,Tomato,Rainfed,8.79,0.29,0.98,410,13,118,2.04,8.62,0.14,1.06,2024-03-05,60.67,39.33,Narasimha Pothineni
Andhra Pradesh,NTR,Penuganchiprolu,Thotacherla,AND-NTR-009984,13.69,AP-009984,Sandy,Zaid,Onion,Canal,5.64,2.3,0.76,350,64,598,0.6,3.6,1.82,0.32,2025-12-29,95.63,4.37,Ramu Reddy
