"id","farmer","village","district","mandal","crop","acreage","health","risk","confidence","lat","lng","ndvi","evi","ndre","analytics","outline","geometry"
"AND-GUN-001352","Ravi Kothapalli","GUNDIMEDA","Guntur","Tadepalle","Jowar (Sorghum)",8.89,79.63,"Medium",86.3,16.45062933277479,80.64661882581683,0.4,0.53,0.46,"{""pH"": 7.6, ""EC"": 1.99, ""Organic_Carbon"": 1.49, ""Nitrogen"": 145.0, ""Phosphorus"": 58.0, ""Potassium"": 155.0, ""Zinc"": 1.75, ""Iron"": 6.92, ""Copper"": 1.26, ""Boron"": 2.17, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001352""}",NULL,NULL
"AND-GUN-001882","Suresh Ghattamaneni","GUNDIMEDA","Guntur","Tadepalle","Banana",13.16,93.87,"Low",90.5,16.442218395292738,80.64502578177478,0.79,0.54,0.23,"{""pH"": 7.72, ""EC"": 1.12, ""Organic_Carbon"": 0.58, ""Nitrogen"": 141.0, ""Phosphorus"": 38.0, ""Potassium"": 521.0, ""Zinc"": 3.42, ""Iron"": 12.38, ""Copper"": 1.67, ""Boron"": 1.6, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001882""}",NULL,NULL
"AND-GUN-008728","Murali Konidela","GUNDIMEDA","Guntur","Tadepalle","Sugarcane",3.61,62.03,"Medium",99.0,16.44216340762803,80.64952327478896,0.39,0.25,0.22,"{""pH"": 7.52, ""EC"": 2.41, ""Organic_Carbon"": 0.69, ""Nitrogen"": 204.0, ""Phosphorus"": 12.0, ""Potassium"": 274.0, ""Zinc"": 2.27, ""Iron"": 5.02, ""Copper"": 1.72, ""Boron"": 2.21, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008728""}",NULL,NULL
"AND-GUN-009547","Gopi Naidu","GUNDIMEDA","Guntur","Tadepalle","Sugarcane",2.61,58.7,"High",94.3,16.436727714471377,80.64194182440701,0.32,0.27,0.47,"{""pH"": 7.61, ""EC"": 1.17, ""Organic_Carbon"": 0.89, ""Nitrogen"": 291.0, ""Phosphorus"": 46.0, ""Potassium"": 158.0, ""Zinc"": 2.0, ""Iron"": 12.08, ""Copper"": 1.11, ""Boron"": 1.27, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009547""}",NULL,NULL
"AND-GUN-005366","Appa Rao Kambhampati","RAMACHANDRAPURAM","Guntur","Mangalagiri","Banana",14.86,99.53,"Low",95.8,16.40434808139989,80.67111860546176,0.44,0.36,0.43,"{""pH"": 8.76, ""EC"": 2.27, ""Organic_Carbon"": 0.61, ""Nitrogen"": 188.0, ""Phosphorus"": 58.0, ""Potassium"": 417.0, ""Zinc"": 3.12, ""Iron"": 8.42, ""Copper"": 0.89, ""Boron"": 2.38, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005366""}",NULL,NULL
"AND-GUN-005724","Srinivas Golla","RAMACHANDRAPURAM","Guntur","Mangalagiri","Turmeric",2.55,58.5,"High",89.0,16.394032500797383,80.68322766778805,0.38,0.45,0.39,"{""pH"": 8.71, ""EC"": 1.21, ""Organic_Carbon"": 0.53, ""Nitrogen"": 359.0, ""Phosphorus"": 58.0, ""Potassium"": 456.0, ""Zinc"": 1.55, ""Iron"": 11.53, ""Copper"": 0.16, ""Boron"": 0.5, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005724""}",NULL,NULL
"AND-GUN-008240","Ramu Goud","RAMACHANDRAPURAM","Guntur","Mangalagiri","Green Gram (Moong)",2.71,59.03,"High",91.9,16.40936157123377,80.67279527279283,0.38,0.21,0.31,"{""pH"": 6.84, ""EC"": 0.14, ""Organic_Carbon"": 1.4, ""Nitrogen"": 237.0, ""Phosphorus"": 53.0, ""Potassium"": 92.0, ""Zinc"": 2.13, ""Iron"": 13.53, ""Copper"": 0.55, ""Boron"": 1.1, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008240""}",NULL,NULL
"AND-GUN-004382","Lakshmi Pothineni","RF","Guntur","Tadikonda","Ragi (Finger Millet)",1.53,55.1,"High",94.0,16.466088975405444,80.39533717620395,0.55,0.31,0.22,"{""pH"": 6.63, ""EC"": 2.83, ""Organic_Carbon"": 0.91, ""Nitrogen"": 237.0, ""Phosphorus"": 48.0, ""Potassium"": 485.0, ""Zinc"": 1.63, ""Iron"": 14.58, ""Copper"": 0.22, ""Boron"": 1.94, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004382""}",NULL,NULL
"AND-GUN-008842","Lakshmi Goud","RF","Guntur","Tadikonda","Sugarcane",12.88,92.93,"Low",90.8,16.466077858295836,80.39603048027902,0.35,0.38,0.3,"{""pH"": 5.25, ""EC"": 1.64, ""Organic_Carbon"": 1.39, ""Nitrogen"": 141.0, ""Phosphorus"": 55.0, ""Potassium"": 359.0, ""Zinc"": 0.32, ""Iron"": 8.34, ""Copper"": 1.65, ""Boron"": 0.82, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008842""}",NULL,NULL
"AND-GUN-007076","Suresh Vemula","KAZZA","Guntur","Mangalagiri","Maize",3.15,60.5,"Medium",90.2,16.377295904944127,80.52833508659765,0.57,0.48,0.21,"{""pH"": 7.69, ""EC"": 1.29, ""Organic_Carbon"": 0.54, ""Nitrogen"": 241.0, ""Phosphorus"": 35.0, ""Potassium"": 237.0, ""Zinc"": 2.04, ""Iron"": 8.51, ""Copper"": 0.73, ""Boron"": 1.56, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-007076""}",NULL,NULL
"AND-GUN-002286","Ramakrishna Chowdary","PALADUGU","Guntur","Medikonduru","Bajra (Pearl Millet)",4.51,65.03,"Medium",94.2,16.404990320196973,80.25347844577838,0.79,0.49,0.23,"{""pH"": 8.1, ""EC"": 2.16, ""Organic_Carbon"": 0.92, ""Nitrogen"": 183.0, ""Phosphorus"": 59.0, ""Potassium"": 365.0, ""Zinc"": 3.2, ""Iron"": 8.69, ""Copper"": 1.02, ""Boron"": 0.32, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002286""}",NULL,NULL
"AND-GUN-008136","Nageswara Rao Akkineni","PALADUGU","Guntur","Medikonduru","Banana",1.42,54.73,"High",95.4,16.410715434967912,80.27175102460278,0.38,0.21,0.42,"{""pH"": 6.69, ""EC"": 0.33, ""Organic_Carbon"": 1.41, ""Nitrogen"": 193.0, ""Phosphorus"": 51.0, ""Potassium"": 322.0, ""Zinc"": 2.88, ""Iron"": 11.77, ""Copper"": 0.5, ""Boron"": 1.71, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008136""}",NULL,NULL
"AND-GUN-003161","Gopi Mekapati","CHINNAKAKANI","Guntur","Mangalagiri","Banana",6.94,73.13,"Medium",97.1,16.413120557891187,80.5516617473832,0.51,0.51,0.25,"{""pH"": 8.55, ""EC"": 1.7, ""Organic_Carbon"": 1.5, ""Nitrogen"": 190.0, ""Phosphorus"": 24.0, ""Potassium"": 308.0, ""Zinc"": 3.45, ""Iron"": 13.3, ""Copper"": 0.84, ""Boron"": 2.09, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003161""}",NULL,NULL
"AND-GUN-005407","Prasad Nimmagadda","CHINNAKAKANI","Guntur","Mangalagiri","Tomato",14.52,98.4,"Low",92.8,16.416079506590993,80.58068720558543,0.54,0.54,0.34,"{""pH"": 8.69, ""EC"": 0.81, ""Organic_Carbon"": 0.48, ""Nitrogen"": 320.0, ""Phosphorus"": 30.0, ""Potassium"": 375.0, ""Zinc"": 2.1, ""Iron"": 4.8, ""Copper"": 0.71, ""Boron"": 1.72, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005407""}",NULL,NULL
"AND-GUN-000170","Prasad Kaza","MANDAPADU","Guntur","Medikonduru","Jowar (Sorghum)",9.07,80.23,"Low",91.0,16.405108038962286,80.33493297710093,0.73,0.47,0.4,"{""pH"": 7.48, ""EC"": 2.59, ""Organic_Carbon"": 1.19, ""Nitrogen"": 147.0, ""Phosphorus"": 56.0, ""Potassium"": 468.0, ""Zinc"": 1.44, ""Iron"": 8.19, ""Copper"": 1.31, ""Boron"": 1.79, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000170""}",NULL,NULL
"AND-GUN-002014","Sai Dasari","MANDAPADU","Guntur","Medikonduru","Sesame (Til)",2.52,58.4,"High",94.4,16.399663984870173,80.32050437532628,0.49,0.21,0.28,"{""pH"": 8.67, ""EC"": 1.11, ""Organic_Carbon"": 0.22, ""Nitrogen"": 445.0, ""Phosphorus"": 79.0, ""Potassium"": 432.0, ""Zinc"": 1.8, ""Iron"": 9.77, ""Copper"": 1.68, ""Boron"": 0.97, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-002014""}",NULL,NULL
"AND-GUN-003795","Venkata Vemula","KANTERU","Guntur","Tadikonda","Tomato",0.97,53.23,"High",93.6,16.41090394980861,80.49633077544232,0.65,0.52,0.21,"{""pH"": 5.42, ""EC"": 2.31, ""Organic_Carbon"": 0.3, ""Nitrogen"": 308.0, ""Phosphorus"": 76.0, ""Potassium"": 244.0, ""Zinc"": 3.11, ""Iron"": 6.5, ""Copper"": 1.14, ""Boron"": 1.7, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003795""}",NULL,NULL
"AND-GUN-001711","Krishna Goud","RAVELA","Guntur","Tadikonda","Tomato",2.7,59.0,"High",97.3,16.422557597529515,80.3439855551157,0.75,0.57,0.4,"{""pH"": 5.55, ""EC"": 2.0, ""Organic_Carbon"": 0.35, ""Nitrogen"": 419.0, ""Phosphorus"": 69.0, ""Potassium"": 107.0, ""Zinc"": 3.44, ""Iron"": 13.49, ""Copper"": 0.53, ""Boron"": 1.73, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001711""}",NULL,NULL
"AND-GUN-002140","Siva Mekapati","RAVELA","Guntur","Tadikonda","Chilli",12.94,93.13,"Low",92.3,16.42232998034164,80.35969800980888,0.77,0.57,0.4,"{""pH"": 7.81, ""EC"": 1.58, ""Organic_Carbon"": 1.05, ""Nitrogen"": 198.0, ""Phosphorus"": 72.0, ""Potassium"": 390.0, ""Zinc"": 2.4, ""Iron"": 6.88, ""Copper"": 1.19, ""Boron"": 0.22, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-002140""}",NULL,NULL
"AND-GUN-007515","Srinivas Reddy","RAVELA","Guntur","Tadikonda","Black Gram (Urad)",9.34,81.13,"Low",91.5,16.428396439011756,80.33180528796758,0.78,0.37,0.3,"{""pH"": 8.41, ""EC"": 1.93, ""Organic_Carbon"": 0.91, ""Nitrogen"": 127.0, ""Phosphorus"": 69.0, ""Potassium"": 513.0, ""Zinc"": 0.88, ""Iron"": 11.55, ""Copper"": 1.43, ""Boron"": 1.53, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007515""}",NULL,NULL
"AND-GUN-007878","Kiran Dasari","RAVELA","Guntur","Tadikonda","Sunflower",6.11,70.37,"Medium",97.5,16.434038604512146,80.35217830907452,0.67,0.42,0.46,"{""pH"": 6.95, ""EC"": 0.88, ""Organic_Carbon"": 0.99, ""Nitrogen"": 306.0, ""Phosphorus"": 22.0, ""Potassium"": 446.0, ""Zinc"": 0.48, ""Iron"": 4.41, ""Copper"": 1.09, ""Boron"": 2.27, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007878""}",NULL,NULL
"AND-GUN-000006","Satyanarayana Bandi","RAVELA","Guntur","Tadikonda","Onion",2.76,59.2,"High",85.3,16.419226649414313,80.35034048861502,0.45,0.28,0.34,"{""pH"": 7.95, ""EC"": 0.76, ""Organic_Carbon"": 0.24, ""Nitrogen"": 261.0, ""Phosphorus"": 56.0, ""Potassium"": 354.0, ""Zinc"": 0.42, ""Iron"": 13.87, ""Copper"": 1.18, ""Boron"": 1.82, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000006""}",NULL,NULL
"AND-GUN-005151","Suresh Goud","PEDDAVADLAPUDI","Guntur","Mangalagiri","Turmeric",4.99,66.63,"Medium",95.5,16.41709494348491,80.58406761912859,0.76,0.52,0.41,"{""pH"": 5.32, ""EC"": 2.06, ""Organic_Carbon"": 0.49, ""Nitrogen"": 395.0, ""Phosphorus"": 47.0, ""Potassium"": 309.0, ""Zinc"": 2.97, ""Iron"": 14.16, ""Copper"": 1.42, ""Boron"": 2.05, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005151""}",NULL,NULL
"AND-GUN-000949","Appa Rao Nandamuri","CHIRRAVURU","Guntur","Tadepalle","Ragi (Finger Millet)",13.17,93.9,"Low",86.2,16.42402749818294,80.65411499648839,0.66,0.29,0.34,"{""pH"": 5.37, ""EC"": 2.76, ""Organic_Carbon"": 1.48, ""Nitrogen"": 343.0, ""Phosphorus"": 73.0, ""Potassium"": 401.0, ""Zinc"": 0.55, ""Iron"": 12.74, ""Copper"": 0.53, ""Boron"": 0.94, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000949""}",NULL,NULL
"AND-GUN-003471","Sai Chowdary","CHIRRAVURU","Guntur","Tadepalle","Sesame (Til)",0.78,52.6,"High",92.7,16.42954374015509,80.6503066082277,0.58,0.42,0.23,"{""pH"": 8.67, ""EC"": 2.26, ""Organic_Carbon"": 1.41, ""Nitrogen"": 446.0, ""Phosphorus"": 76.0, ""Potassium"": 97.0, ""Zinc"": 3.05, ""Iron"": 5.91, ""Copper"": 1.23, ""Boron"": 0.2, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003471""}",NULL,NULL
"AND-GUN-006374","Siva Pothineni","CHIRRAVURU","Guntur","Tadepalle","Banana",13.73,95.77,"Low",85.3,16.423166389504374,80.66713026974114,0.34,0.53,0.41,"{""pH"": 6.05, ""EC"": 0.46, ""Organic_Carbon"": 1.31, ""Nitrogen"": 108.0, ""Phosphorus"": 73.0, ""Potassium"": 573.0, ""Zinc"": 0.4, ""Iron"": 5.38, ""Copper"": 0.12, ""Boron"": 1.08, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-006374""}",NULL,NULL
"AND-GUN-008085","Parvathi Golla","CHIRRAVURU","Guntur","Tadepalle","Horse Gram",10.4,84.67,"Low",85.2,16.436357011295904,80.65271469785712,0.42,0.55,0.28,"{""pH"": 5.27, ""EC"": 2.28, ""Organic_Carbon"": 1.35, ""Nitrogen"": 216.0, ""Phosphorus"": 35.0, ""Potassium"": 563.0, ""Zinc"": 1.64, ""Iron"": 7.52, ""Copper"": 1.17, ""Boron"": 1.79, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008085""}",NULL,NULL
"AND-GUN-009308","Murali Bandi","CHIRRAVURU","Guntur","Tadepalle","Paddy (Rice)",11.11,87.03,"Low",94.1,16.431981098808212,80.6619116609131,0.64,0.41,0.31,"{""pH"": 5.65, ""EC"": 0.9, ""Organic_Carbon"": 0.93, ""Nitrogen"": 143.0, ""Phosphorus"": 20.0, ""Potassium"": 187.0, ""Zinc"": 2.83, ""Iron"": 2.8, ""Copper"": 1.69, ""Boron"": 0.17, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009308""}",NULL,NULL
"AND-GUN-007180","Gopi Kambhampati","NUTAKKI","Guntur","Mangalagiri","Sugarcane",7.77,75.9,"Medium",90.7,16.405887557362895,80.64214555023408,0.35,0.21,0.27,"{""pH"": 7.21, ""EC"": 1.56, ""Organic_Carbon"": 0.82, ""Nitrogen"": 114.0, ""Phosphorus"": 69.0, ""Potassium"": 345.0, ""Zinc"": 1.79, ""Iron"": 13.68, ""Copper"": 1.18, ""Boron"": 1.18, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007180""}",NULL,NULL
"AND-GUN-003198","Venkata Akkineni","NIDAMARRU","Guntur","Mangalagiri","Sweet Orange",13.21,94.03,"Low",95.6,16.44860435911937,80.52955107510034,0.44,0.48,0.22,"{""pH"": 5.59, ""EC"": 1.46, ""Organic_Carbon"": 0.22, ""Nitrogen"": 397.0, ""Phosphorus"": 79.0, ""Potassium"": 254.0, ""Zinc"": 1.9, ""Iron"": 3.56, ""Copper"": 0.37, ""Boron"": 0.93, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003198""}",NULL,NULL
"AND-GUN-003548","Parvathi Daggubati","NIDAMARRU","Guntur","Mangalagiri","Sesame (Til)",7.53,75.1,"Medium",89.1,16.43265282505548,80.51273951087121,0.71,0.29,0.22,"{""pH"": 5.99, ""EC"": 1.92, ""Organic_Carbon"": 1.11, ""Nitrogen"": 233.0, ""Phosphorus"": 32.0, ""Potassium"": 328.0, ""Zinc"": 3.29, ""Iron"": 10.24, ""Copper"": 1.9, ""Boron"": 0.5, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003548""}",NULL,NULL
"AND-GUN-007599","Subba Rao Kothapalli","NIDAMARRU","Guntur","Mangalagiri","Oil Palm",14.96,99.87,"Low",85.5,16.443322433846994,80.5231064420708,0.68,0.34,0.33,"{""pH"": 6.56, ""EC"": 2.69, ""Organic_Carbon"": 1.35, ""Nitrogen"": 251.0, ""Phosphorus"": 63.0, ""Potassium"": 96.0, ""Zinc"": 2.02, ""Iron"": 5.53, ""Copper"": 1.96, ""Boron"": 0.19, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007599""}",NULL,NULL
"AND-GUN-008276","Siva Golla","NIDAMARRU","Guntur","Mangalagiri","Tomato",11.26,87.53,"Low",88.7,16.43138963058202,80.52520621712121,0.64,0.4,0.27,"{""pH"": 7.67, ""EC"": 0.91, ""Organic_Carbon"": 1.12, ""Nitrogen"": 391.0, ""Phosphorus"": 52.0, ""Potassium"": 486.0, ""Zinc"": 2.88, ""Iron"": 8.23, ""Copper"": 1.49, ""Boron"": 1.12, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008276""}",NULL,NULL
"AND-GUN-008497","Siva Rao","NIDAMARRU","Guntur","Mangalagiri","Tomato",14.92,99.73,"Low",94.0,16.436106788198536,80.50802959727318,0.36,0.23,0.22,"{""pH"": 6.91, ""EC"": 0.52, ""Organic_Carbon"": 0.47, ""Nitrogen"": 309.0, ""Phosphorus"": 32.0, ""Potassium"": 128.0, ""Zinc"": 3.35, ""Iron"": 3.28, ""Copper"": 1.19, ""Boron"": 0.7, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008497""}",NULL,NULL
"AND-GUN-009325","Babu Kaza","NIDAMARRU","Guntur","Mangalagiri","Ragi (Finger Millet)",3.14,60.47,"Medium",93.2,16.427009696463664,80.53642047505943,0.65,0.55,0.33,"{""pH"": 5.04, ""EC"": 2.34, ""Organic_Carbon"": 0.38, ""Nitrogen"": 206.0, ""Phosphorus"": 64.0, ""Potassium"": 557.0, ""Zinc"": 1.85, ""Iron"": 6.4, ""Copper"": 0.66, ""Boron"": 1.57, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009325""}",NULL,NULL
"AND-GUN-000639","Appa Rao Kothapalli","IPPATAM","Guntur","Tadepalle","Sugarcane",4.4,64.67,"Medium",98.1,16.447570687356347,80.62173270348607,0.38,0.42,0.34,"{""pH"": 5.56, ""EC"": 0.92, ""Organic_Carbon"": 1.17, ""Nitrogen"": 117.0, ""Phosphorus"": 45.0, ""Potassium"": 396.0, ""Zinc"": 1.86, ""Iron"": 10.95, ""Copper"": 0.62, ""Boron"": 2.13, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000639""}",NULL,NULL
"AND-GUN-001093","Srinu Bandi","IPPATAM","Guntur","Tadepalle","Cotton",9.31,81.03,"Low",96.4,16.45109179580384,80.61788810860347,0.66,0.58,0.24,"{""pH"": 6.56, ""EC"": 2.8, ""Organic_Carbon"": 1.07, ""Nitrogen"": 443.0, ""Phosphorus"": 75.0, ""Potassium"": 389.0, ""Zinc"": 3.29, ""Iron"": 4.73, ""Copper"": 1.0, ""Boron"": 0.18, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-001093""}",NULL,NULL
"AND-GUN-008029","Narasimha Vemula","IPPATAM","Guntur","Tadepalle","Ragi (Finger Millet)",8.1,77.0,"Medium",97.4,16.450612864652754,80.6057250075017,0.66,0.57,0.49,"{""pH"": 6.27, ""EC"": 3.0, ""Organic_Carbon"": 0.85, ""Nitrogen"": 279.0, ""Phosphorus"": 16.0, ""Potassium"": 302.0, ""Zinc"": 1.92, ""Iron"": 14.87, ""Copper"": 1.46, ""Boron"": 2.09, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008029""}",NULL,NULL
"AND-GUN-005483","Saraswathi Kambhampati","LACHCHANNAGUDIPUDI","Guntur","Tadikonda","Onion",6.97,73.23,"Medium",91.9,16.455312170037285,80.39673184179716,0.78,0.45,0.49,"{""pH"": 5.4, ""EC"": 0.24, ""Organic_Carbon"": 1.07, ""Nitrogen"": 341.0, ""Phosphorus"": 9.0, ""Potassium"": 537.0, ""Zinc"": 2.27, ""Iron"": 2.32, ""Copper"": 1.82, ""Boron"": 1.75, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-005483""}",NULL,NULL
"AND-GUN-008931","Ramesh Ghattamaneni","LACHCHANNAGUDIPUDI","Guntur","Tadikonda","Tobacco",6.21,70.7,"Medium",88.8,16.438895656612992,80.38180699213234,0.3,0.23,0.42,"{""pH"": 5.83, ""EC"": 2.68, ""Organic_Carbon"": 0.39, ""Nitrogen"": 277.0, ""Phosphorus"": 35.0, ""Potassium"": 525.0, ""Zinc"": 1.04, ""Iron"": 11.4, ""Copper"": 1.6, ""Boron"": 0.57, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008931""}",NULL,NULL
"AND-GUN-008226","Appa Rao Varma","BEJATPURAM","Guntur","Tadikonda","Sweet Orange",8.49,78.3,"Medium",95.2,16.460287794426005,80.38377143278764,0.55,0.3,0.41,"{""pH"": 6.74, ""EC"": 2.13, ""Organic_Carbon"": 0.54, ""Nitrogen"": 313.0, ""Phosphorus"": 26.0, ""Potassium"": 552.0, ""Zinc"": 2.63, ""Iron"": 9.17, ""Copper"": 1.13, ""Boron"": 1.21, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008226""}",NULL,NULL
"AND-GUN-008401","Prakash Kothapalli","BEJATPURAM","Guntur","Tadikonda","Cotton",7.74,75.8,"Medium",90.4,16.431595694540007,80.36858240078855,0.49,0.41,0.23,"{""pH"": 7.97, ""EC"": 0.33, ""Organic_Carbon"": 0.76, ""Nitrogen"": 266.0, ""Phosphorus"": 9.0, ""Potassium"": 134.0, ""Zinc"": 1.32, ""Iron"": 12.57, ""Copper"": 0.12, ""Boron"": 0.91, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008401""}",NULL,NULL
"AND-GUN-006676","Saraswathi Kothapalli","TADIKONDA","Guntur","Tadikonda","Banana",12.95,93.17,"Low",94.2,16.441517158689805,80.47959417913123,0.52,0.32,0.29,"{""pH"": 7.09, ""EC"": 2.91, ""Organic_Carbon"": 1.02, ""Nitrogen"": 286.0, ""Phosphorus"": 51.0, ""Potassium"": 505.0, ""Zinc"": 1.87, ""Iron"": 14.6, ""Copper"": 0.46, ""Boron"": 1.46, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006676""}",NULL,NULL
"AND-GUN-000936","Prasad Kambhampati","NIDUMUKKALA","Guntur","Tadikonda","Turmeric",4.45,64.83,"Medium",90.1,16.443081299412274,80.42271225046245,0.5,0.49,0.37,"{""pH"": 8.66, ""EC"": 1.32, ""Organic_Carbon"": 1.03, ""Nitrogen"": 243.0, ""Phosphorus"": 40.0, ""Potassium"": 337.0, ""Zinc"": 2.31, ""Iron"": 6.27, ""Copper"": 1.37, ""Boron"": 0.7, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000936""}",NULL,NULL
